id,name,gene-id,gene-symbol,gene-name,entrez-id,chromosome,start-position,end-position
1058323,"A_23_P2990",1046,"CEBPE","CCAAT/enhancer binding protein (C/EBP), epsilon",1053,"14","n/a","n/a"
1058324,"CUST_11253_PI416261804",1046,"CEBPE","CCAAT/enhancer binding protein (C/EBP), epsilon",1053,"14","n/a","n/a"
1058301,"A_23_P49376",1063,"CETP","cholesteryl ester transfer protein, plasma",1071,"16","n/a","n/a"
1058302,"CUST_320_PI417507815",1063,"CETP","cholesteryl ester transfer protein, plasma",1071,"16","n/a","n/a"
1010693,"A_23_P116123",1103,"CHEK1","checkpoint kinase 1",1111,"11","n/a","n/a"
1018218,"CUST_160_PI416408490",1103,"CHEK1","checkpoint kinase 1",1111,"11","n/a","n/a"
1012028,"CUST_17012_PI416261804",1103,"CHEK1","checkpoint kinase 1",1111,"11","n/a","n/a"
1011548,"CUST_17018_PI416261804",1103,"CHEK1","checkpoint kinase 1",1111,"11","n/a","n/a"
1029826,"A_23_P109452",11040,"CHEK2","checkpoint kinase 2",11200,"22","n/a","n/a"
1029827,"CUST_16721_PI416261804",11040,"CHEK2","checkpoint kinase 2",11200,"22","n/a","n/a"
1029828,"CUST_16729_PI416261804",11040,"CHEK2","checkpoint kinase 2",11200,"22","n/a","n/a"
1029822,"CUST_4352_PI416261804",11040,"CHEK2","checkpoint kinase 2",11200,"22","n/a","n/a"
1029825,"CUST_4379_PI416261804",11040,"CHEK2","checkpoint kinase 2",11200,"22","n/a","n/a"
1029823,"CUST_4536_PI416261804",11040,"CHEK2","checkpoint kinase 2",11200,"22","n/a","n/a"
1029824,"CUST_4586_PI416261804",11040,"CHEK2","checkpoint kinase 2",11200,"22","n/a","n/a"
1058242,"A_24_P415615",1120,"CHRM1","cholinergic receptor, muscarinic 1",1128,"11","n/a","n/a"
1058251,"CUST_10867_PI416261804",1120,"CHRM1","cholinergic receptor, muscarinic 1",1128,"11","n/a","n/a"
1058221,"CUST_161_PI416408490",1120,"CHRM1","cholinergic receptor, muscarinic 1",1128,"11","n/a","n/a"
1029133,"A_23_P145606",1121,"CHRM2","cholinergic receptor, muscarinic 2",1129,"7","n/a","n/a"
1023492,"A_24_P911939",1121,"CHRM2","cholinergic receptor, muscarinic 2",1129,"7","n/a","n/a"
1029155,"CUST_14191_PI416261804",1121,"CHRM2","cholinergic receptor, muscarinic 2",1129,"7","n/a","n/a"
1025133,"CUST_14193_PI416261804",1121,"CHRM2","cholinergic receptor, muscarinic 2",1129,"7","n/a","n/a"
1029121,"CUST_14199_PI416261804",1121,"CHRM2","cholinergic receptor, muscarinic 2",1129,"7","n/a","n/a"
1029156,"CUST_14201_PI416261804",1121,"CHRM2","cholinergic receptor, muscarinic 2",1129,"7","n/a","n/a"
1029135,"CUST_162_PI416408490",1121,"CHRM2","cholinergic receptor, muscarinic 2",1129,"7","n/a","n/a"
1029150,"CUST_1944_PI417557136",1121,"CHRM2","cholinergic receptor, muscarinic 2",1129,"7","n/a","n/a"
1029149,"CUST_1945_PI417557136",1121,"CHRM2","cholinergic receptor, muscarinic 2",1129,"7","n/a","n/a"
1029146,"CUST_1948_PI417557136",1121,"CHRM2","cholinergic receptor, muscarinic 2",1129,"7","n/a","n/a"
1029142,"CUST_1952_PI417557136",1121,"CHRM2","cholinergic receptor, muscarinic 2",1129,"7","n/a","n/a"
1029138,"CUST_1956_PI417557136",1121,"CHRM2","cholinergic receptor, muscarinic 2",1129,"7","n/a","n/a"
1029136,"CUST_1958_PI417557136",1121,"CHRM2","cholinergic receptor, muscarinic 2",1129,"7","n/a","n/a"
1029134,"CUST_1959_PI417557136",1121,"CHRM2","cholinergic receptor, muscarinic 2",1129,"7","n/a","n/a"
1029129,"CUST_1963_PI417557136",1121,"CHRM2","cholinergic receptor, muscarinic 2",1129,"7","n/a","n/a"
1029128,"CUST_1964_PI417557136",1121,"CHRM2","cholinergic receptor, muscarinic 2",1129,"7","n/a","n/a"
1029127,"CUST_1965_PI417557136",1121,"CHRM2","cholinergic receptor, muscarinic 2",1129,"7","n/a","n/a"
1029126,"CUST_1966_PI417557136",1121,"CHRM2","cholinergic receptor, muscarinic 2",1129,"7","n/a","n/a"
1029125,"CUST_1967_PI417557136",1121,"CHRM2","cholinergic receptor, muscarinic 2",1129,"7","n/a","n/a"
1029124,"CUST_1968_PI417557136",1121,"CHRM2","cholinergic receptor, muscarinic 2",1129,"7","n/a","n/a"
1029123,"CUST_1969_PI417557136",1121,"CHRM2","cholinergic receptor, muscarinic 2",1129,"7","n/a","n/a"
1029122,"CUST_1970_PI417557136",1121,"CHRM2","cholinergic receptor, muscarinic 2",1129,"7","n/a","n/a"
1023705,"A_23_P401472",1123,"CHRM3","cholinergic receptor, muscarinic 3",1131,"1","n/a","n/a"
1023717,"A_24_P25137",1123,"CHRM3","cholinergic receptor, muscarinic 3",1131,"1","n/a","n/a"
1023723,"CUST_1771_PI417557136",1123,"CHRM3","cholinergic receptor, muscarinic 3",1131,"1","n/a","n/a"
1023722,"CUST_291_PI417557136",1123,"CHRM3","cholinergic receptor, muscarinic 3",1131,"1","n/a","n/a"
1023712,"CUST_300_PI417557136",1123,"CHRM3","cholinergic receptor, muscarinic 3",1131,"1","n/a","n/a"
1023697,"CUST_314_PI417557136",1123,"CHRM3","cholinergic receptor, muscarinic 3",1131,"1","n/a","n/a"
1023726,"CUST_661_PI417557136",1123,"CHRM3","cholinergic receptor, muscarinic 3",1131,"1","n/a","n/a"
1024448,"A_23_P104845",1124,"CHRM4","cholinergic receptor, muscarinic 4",1132,"11","n/a","n/a"
1024432,"CUST_10874_PI416261804",1124,"CHRM4","cholinergic receptor, muscarinic 4",1132,"11","n/a","n/a"
1024436,"CUST_163_PI416408490",1124,"CHRM4","cholinergic receptor, muscarinic 4",1132,"11","n/a","n/a"
1058213,"A_23_P117873",1125,"CHRM5","cholinergic receptor, muscarinic 5",1133,"15","n/a","n/a"
1058212,"CUST_1028_PI416573500",1125,"CHRM5","cholinergic receptor, muscarinic 5",1133,"15","n/a","n/a"
1058211,"CUST_1060_PI416379584",1125,"CHRM5","cholinergic receptor, muscarinic 5",1133,"15","n/a","n/a"
1058214,"CUST_164_PI416408490",1125,"CHRM5","cholinergic receptor, muscarinic 5",1133,"15","n/a","n/a"
1057974,"A_23_P79231",1376,"CREB1","cAMP responsive element binding protein 1",1385,"2","n/a","n/a"
